# GymConfig(dt=1.0, num_drones=4, num_users=20, drones_speed=2.0, drones_height=10.0, boundary_size=1000.0, num_obstacles=0)
# DQNConfig(memory_size=200000, min_memory=50000, update_freq=10000, batch_size=32, gamma=0.99, epsilon=1.0, epsilon_min=0.1, epsilon_decay=1e-05, decay_type='linear', n_step=3, per_alpha=0.6, per_beta=0.4, per_beta_annealing=1e-06, autosave_freq=10000)
episode,sim_time,sim_steps,area_coverage,user_coverage,mean_reward,memory_size,epsilon,loss,train_time,train_steps,train_speed
238,1000.0,1000,0.928,0.95,0.0,200000,0.1,0.011671567,8530.900742769241,225511,26.4346060024476
239,1000.0,1000,0.93,0.9,0.0,200000,0.1,0.01164037,8567.63729763031,226511,26.4379772530804
240,1000.0,1000,0.928,0.9,0.0,200000,0.1,0.011623817,8605.172642469406,227511,26.438865253201666
241,1000.0,1000,0.931,0.9,0.0,200000,0.1,0.011603934,8643.05320763588,228511,26.43868948755365
242,1000.0,1000,0.93,0.95,0.0,200000,0.1,0.011606489,8680.727291822433,229511,26.43914412531967
243,1000.0,1000,0.9,0.85,0.0,200000,0.1,0.011592114,8718.775584936142,230511,26.438460049293496
244,1000.0,1000,0.934,0.8,0.0,200000,0.1,0.011572996,8755.685215950012,231511,26.441220108274123
245,1000.0,1000,0.924,1.0,0.0,200000,0.1,0.011546764,8793.345025777817,232511,26.44170100294965
246,1000.0,1000,0.911,0.85,0.0,200000,0.1,0.01153474,8831.110700130463,233511,26.441860815722492
247,1000.0,1000,0.923,0.9,0.0,200000,0.1,0.01151807,8868.671657085419,234511,26.442629635525414
248,1000.0,1000,0.945,0.95,0.0,200000,0.1,0.011494515,8906.243699073792,235511,26.443359057408557
249,1000.0,1000,0.939,1.0,0.0,200000,0.1,0.011479367,8943.48534488678,236511,26.44505926569326
250,1000.0,1000,0.915,0.8,0.0,200000,0.1,0.011470323,8981.209938526154,237511,26.445323248547314
251,1000.0,1000,0.636,0.65,0.0,200000,0.1,0.011455501,9018.978701353073,238511,26.44545550945887
252,1000.0,1000,0.906,0.9,0.0,200000,0.1,0.011434106,9056.774343252182,239511,26.44550818024236
253,1000.0,1000,0.906,0.9,0.0,200000,0.1,0.011412179,9094.649900913239,240511,26.445328034368753
254,1000.0,1000,0.927,0.9,0.0,200000,0.1,0.011399758,9131.4423391819,241511,26.448286154214035
255,1000.0,1000,0.927,0.9,0.0,200000,0.1,0.011381197,9168.982066392899,242511,26.44906470874935
256,1000.0,1000,0.824,0.95,0.0,200000,0.1,0.011356153,9206.399787187576,243511,26.450187435915215
257,1000.0,1000,0.937,0.95,0.0,200000,0.1,0.011345397,9244.284497737885,244511,26.449964844863263
258,1000.0,1000,0.946,0.85,0.0,200000,0.1,0.011322388,9281.80903172493,245511,26.450770442296157
259,1000.0,1000,0.939,1.0,0.0,200000,0.1,0.011313932,9318.756578207016,246511,26.4532073464894
260,1000.0,1000,0.927,0.85,0.0,200000,0.1,0.0112892,9356.672394037247,247511,26.45288726204824
261,1000.0,1000,0.938,0.9,0.0,200000,0.1,0.011275065,9394.345234394073,248511,26.453253929560834
262,1000.0,1000,0.841,0.75,0.0,200000,0.1,0.011256902,9431.87733912468,249511,26.454012389036684
263,1000.0,1000,0.914,0.75,0.0,200000,0.1,0.011231463,9469.58108139038,250511,26.45428534105799
264,1000.0,1000,0.903,0.9,0.0,200000,0.1,0.011220179,9507.47788643837,251511,26.454018929650967
265,1000.0,1000,0.932,1.0,0.0,200000,0.1,0.0111909555,9544.333374261856,252511,26.456640823341477
266,1000.0,1000,0.893,0.85,0.0,200000,0.1,0.011180408,9581.901947975159,253511,26.45727344777891
267,1000.0,1000,0.928,0.85,0.0,200000,0.1,0.011159374,9619.899660110474,254511,26.456720857123152
268,1000.0,1000,0.902,0.85,0.0,200000,0.1,0.011135534,9657.532627105713,255511,26.457171809870772
269,1000.0,1000,0.92,0.95,0.0,200000,0.1,0.011113888,9695.124428749084,256511,26.45773160106459
270,1000.0,1000,0.927,0.85,0.0,200000,0.1,0.011091986,9732.130936145782,257511,26.45987828122718
271,1000.0,1000,0.919,0.9,0.0,200000,0.1,0.011072212,9769.526626110077,258511,26.460954545789853
272,1000.0,1000,0.834,0.8,0.0,200000,0.1,0.011045843,9807.474050045013,259511,26.460533941446716
273,1000.0,1000,0.766,0.7,0.0,200000,0.1,0.011029185,9845.483760118484,260511,26.459949184279374
274,1000.0,1000,0.922,0.95,0.0,200000,0.1,0.011015662,9882.971957683563,261511,26.46076515186832
275,1000.0,1000,0.895,1.0,0.0,200000,0.1,0.01099264,9919.865581035614,262511,26.463161001822343
276,1000.0,1000,0.909,0.85,0.0,200000,0.1,0.010978633,9957.423926353455,263511,26.463772350795395
277,1000.0,1000,0.858,0.9,0.0,200000,0.1,0.0109569905,9995.04392337799,264511,26.464215865633324
278,1000.0,1000,0.9,0.9,0.0,200000,0.1,0.01093948,10032.814279794693,265511,26.46425943673549
279,1000.0,1000,0.801,0.75,0.0,200000,0.1,0.0109174,10070.35277056694,266511,26.46491200983685
280,1000.0,1000,0.857,0.8,0.0,200000,0.1,0.01089985,10107.395513057709,267511,26.466857821263954
281,1000.0,1000,0.901,0.7,0.0,200000,0.1,0.010882607,10144.98673582077,268511,26.4673584073479
282,1000.0,1000,0.799,0.75,0.0,200000,0.1,0.010866504,10182.449434995651,269511,26.468189378982572
283,1000.0,1000,0.738,0.75,0.0,200000,0.1,0.010840955,10220.040400505066,270511,26.468682058018057
284,1000.0,1000,0.857,0.75,0.0,200000,0.1,0.010833073,10257.50024843216,271511,26.469509472239917
285,1000.0,1000,0.165,0.0,0.0,200000,0.1,0.010819455,10295.21245265007,272511,26.469682023631457
286,1000.0,1000,0.863,0.9,0.0,200000,0.1,0.010806909,10331.945916891098,273511,26.472360790615276
287,1000.0,1000,0.893,0.9,0.0,200000,0.1,0.010795983,10369.341369390488,274511,26.473330387703196
288,1000.0,1000,0.71,0.65,0.0,200000,0.1,0.01080223,10407.271814346313,275511,26.472932090385854
289,1000.0,1000,0.358,0.25,0.0,200000,0.1,0.010782854,10444.930137395859,276511,26.473226373950318
290,1000.0,1000,0.248,0.25,0.0,200000,0.1,0.010760778,10482.788308858871,277511,26.473013839890672
291,1000.0,1000,0.183,0.1,0.0,200000,0.1,0.0107632745,10520.136973142624,278511,26.474084955306655
292,1000.0,1000,0.689,0.75,0.0,200000,0.1,0.010751104,10558.02053308487,279511,26.473807197588034
293,1000.0,1000,0.716,0.65,0.0,200000,0.1,0.010806166,10595.890706777573,280511,26.473564870572883
294,1000.0,1000,0.899,0.95,0.0,200000,0.1,0.010811733,10633.768212795258,281511,26.473306014761896
295,1000.0,1000,0.912,0.9,0.0,200000,0.1,0.010852292,10671.414419412613,282511,26.473622791131998
296,1000.0,1000,0.91,0.85,0.0,200000,0.1,0.010917343,10708.672820568085,283511,26.474896070830155
297,1000.0,1000,0.916,1.0,0.0,200000,0.1,0.010908975,10746.441192626953,284511,26.474904099067174
298,1000.0,1000,0.816,0.95,0.0,200000,0.1,0.010910983,10784.208901643753,285511,26.474913699405207
299,1000.0,1000,0.924,0.9,0.0,200000,0.1,0.010903295,10821.894383192062,286511,26.4751243935102
300,1000.0,1000,0.873,0.85,0.0,200000,0.1,0.010890424,10859.552434921265,287511,26.475400502033683
301,1000.0,1000,0.856,0.95,0.0,200000,0.1,0.010889004,10896.332483768463,288511,26.477808051885745
302,1000.0,1000,0.912,0.95,0.0,200000,0.1,0.01087923,10933.72445821762,289511,26.478717393484516
303,1000.0,1000,0.786,0.8,0.0,200000,0.1,0.010869261,10971.671499729156,290511,26.47828090683773
304,1000.0,1000,0.784,0.85,0.0,200000,0.1,0.010875433,11009.822321653366,291511,26.47735735096633
305,1000.0,1000,0.733,0.75,0.0,200000,0.1,0.010877692,11047.574505090714,292511,26.477395545292385
306,1000.0,1000,0.779,0.7,0.0,200000,0.1,0.0108734835,11084.449867486954,293511,26.47952794139026
307,1000.0,1000,0.751,0.6,0.0,200000,0.1,0.010876664,11122.328549146652,294511,26.479257350293768
308,1000.0,1000,0.738,0.55,0.0,200000,0.1,0.010867838,11160.096813440323,295511,26.479250577063457
309,1000.0,1000,0.884,0.85,0.0,200000,0.1,0.010856161,11197.840779304504,296511,26.479301307389186
310,1000.0,1000,0.869,0.85,0.0,200000,0.1,0.010856065,11235.452609062195,297511,26.479663110982255
311,1000.0,1000,0.692,0.8,0.0,200000,0.1,0.010876974,11272.455582857132,298511,26.481452757731603
312,1000.0,1000,0.717,0.7,0.0,200000,0.1,0.010885866,11310.563071727753,299511,26.48064451680928
313,1000.0,1000,0.852,0.9,0.0,200000,0.1,0.01090491,11348.675589799881,300511,26.479829968102848
314,1000.0,1000,0.896,0.8,0.0,200000,0.1,0.01089959,11386.223370552063,301511,26.480334187088847
315,1000.0,1000,0.92,0.9,0.0,200000,0.1,0.010890876,11424.035656690598,302511,26.48022197043868
316,1000.0,1000,0.771,0.65,0.0,200000,0.1,0.010881665,11461.746845960617,303511,26.480344058055813
317,1000.0,1000,0.934,0.95,0.0,200000,0.1,0.010880878,11498.941373348236,304511,26.481655145503687
318,1000.0,1000,0.857,0.9,0.0,200000,0.1,0.01098723,11536.3465924263,305511,26.482474111458707
319,1000.0,1000,0.853,0.9,0.0,200000,0.1,0.010990111,11573.754122018814,306511,26.483282498998427
320,1000.0,1000,0.743,0.95,0.0,200000,0.1,0.011278938,11611.73674082756,307511,26.482774010870482
321,1000.0,1000,0.738,0.6,0.0,200000,0.1,0.0114485845,11649.71240234375,308511,26.482284654425506
322,1000.0,1000,0.9,0.85,0.0,200000,0.1,0.011458358,11686.744347810745,309511,26.483936908632987
323,1000.0,1000,0.91,1.0,0.0,200000,0.1,0.011450862,11724.814455270767,310511,26.483233587358377
324,1000.0,1000,0.473,0.55,0.0,200000,0.1,0.011566792,11762.34751033783,311511,26.483743972644316
325,1000.0,1000,0.662,0.65,0.0,200000,0.1,0.011675465,11799.775885343552,312511,26.484486062928138
326,1000.0,1000,0.68,0.6,0.0,200000,0.1,0.011754422,11837.236303567886,313511,26.485151764710974
327,1000.0,1000,0.72,0.7,0.0,200000,0.1,0.01177737,11874.150183439255,314511,26.48703234577705
328,1000.0,1000,0.889,0.95,0.0,200000,0.1,0.01179348,11912.153149366379,315511,26.48647948232917
329,1000.0,1000,0.872,0.95,0.0,200000,0.1,0.011793877,11949.86721253395,316511,26.486570466271697
330,1000.0,1000,0.897,0.75,0.0,200000,0.1,0.011802926,11987.44156217575,317511,26.486969578998387
331,1000.0,1000,0.895,0.95,0.0,200000,0.1,0.0117996065,12025.129096031189,318511,26.487116889236745
332,1000.0,1000,0.708,0.5,0.0,200000,0.1,0.011818702,12061.875909805298,319511,26.489329053809747
333,1000.0,1000,0.854,0.8,0.0,200000,0.1,0.011908478,12099.701220273972,320511,26.489166479913806
334,1000.0,1000,0.868,0.9,0.0,200000,0.1,0.011949428,12137.305027246475,321511,26.48948833858159
335,1000.0,1000,0.593,0.55,0.0,200000,0.1,0.011948335,12173.542450666428,322511,26.492781480357984
336,1000.0,1000,0.877,0.9,0.0,200000,0.1,0.011938149,12211.563691139221,323511,26.492184634970943
337,1000.0,1000,0.883,0.7,0.0,200000,0.1,0.011921541,12249.351655244827,324511,26.49209599939152
338,1000.0,1000,0.585,0.65,0.0,200000,0.1,0.011923967,12286.272500991821,325511,26.493877615126113
339,1000.0,1000,0.478,0.45,0.0,200000,0.1,0.011908637,12323.887948274612,326511,26.494155201490557
340,1000.0,1000,0.408,0.25,0.0,200000,0.1,0.011904604,12361.60585141182,327511,26.494211505994976
341,1000.0,1000,0.692,0.7,0.0,200000,0.1,0.011889411,12399.132289648056,328511,26.494676588105907
342,1000.0,1000,0.895,0.9,0.0,200000,0.1,0.0118823415,12436.814176082611,329511,26.4948076993104
343,1000.0,1000,0.871,0.85,0.0,200000,0.1,0.011863884,12473.661026000977,330511,26.496711695020814
344,1000.0,1000,0.89,0.9,0.0,200000,0.1,0.011851585,12511.534414052963,331511,26.496430335116383
345,1000.0,1000,0.832,0.75,0.0,200000,0.1,0.011866609,12549.54298734665,332511,26.495865253629336
346,1000.0,1000,0.855,0.85,0.0,200000,0.1,0.011857057,12587.085638999939,333511,26.49628433082334
347,1000.0,1000,0.863,0.9,0.0,200000,0.1,0.011844691,12624.779354333878,334511,26.496383865317494
348,1000.0,1000,0.4,0.45,0.0,200000,0.1,0.011832017,12661.81596827507,335511,26.497857876627453
349,1000.0,1000,0.856,0.65,0.0,200000,0.1,0.01189049,12699.389858007431,336511,26.498202177420527
350,1000.0,1000,0.767,0.7,0.0,200000,0.1,0.011882902,12736.989526748657,337511,26.49849081516205
351,1000.0,1000,0.813,0.9,0.0,200000,0.1,0.011889614,12774.781234025955,338511,26.498379407526127
352,1000.0,1000,0.836,0.85,0.0,200000,0.1,0.011884174,12812.308710336685,339511,26.49881513652996
353,1000.0,1000,0.89,0.85,0.0,200000,0.1,0.011871628,12849.422148227692,340511,26.50010218770904
354,1000.0,1000,0.17,0.35,0.0,200000,0.1,0.011868654,12887.140075206757,341511,26.500138741546845
355,1000.0,1000,0.007,0.0,0.0,200000,0.1,0.011855791,12925.676353216171,342511,26.49849730317136
356,1000.0,1000,0.713,0.55,0.0,200000,0.1,0.011848429,12963.513272762299,343511,26.49829508045474
357,1000.0,1000,0.569,0.75,0.0,200000,0.1,0.011841644,13001.202893733978,344511,26.498394247871378
358,1000.0,1000,0.752,0.75,0.0,200000,0.1,0.011838639,13038.627110242844,345511,26.499032226785506
359,1000.0,1000,0.034,0.0,0.0,200000,0.1,0.011829899,13076.227371692657,346511,26.49930978801816
360,1000.0,1000,0.277,0.25,0.0,200000,0.1,0.011827504,13114.244470834732,347511,26.49874346632834
361,1000.0,1000,0.093,0.0,0.0,200000,0.1,0.011822695,13152.103090286255,348511,26.498499714829958
362,1000.0,1000,0.353,0.5,0.0,200000,0.1,0.011814362,13190.159367084503,349511,26.497860280084065
363,1000.0,1000,0.128,0.25,0.0,200000,0.1,0.0118249515,13227.75860786438,350511,26.498140038075356
364,1000.0,1000,0.797,0.75,0.0,200000,0.1,0.011829625,13265.48525929451,351511,26.498163702008355
365,1000.0,1000,0.778,0.8,0.0,200000,0.1,0.011831766,13303.216796398163,352511,26.498177499656084
366,1000.0,1000,0.584,0.35,0.0,200000,0.1,0.011837799,13340.756387710571,353511,26.498572472749675
367,1000.0,1000,0.75,0.7,0.0,200000,0.1,0.011845553,13378.685013055801,354511,26.49819467618899
368,1000.0,1000,0.572,0.45,0.0,200000,0.1,0.01184062,13416.323781251907,355511,26.49839149607261
369,1000.0,1000,0.753,0.7,0.0,200000,0.1,0.011827094,13453.283341407776,356511,26.499925031961737
370,1000.0,1000,0.817,0.8,0.0,200000,0.1,0.011831341,13490.89330482483,357511,26.50017251707898
371,1000.0,1000,0.827,0.65,0.0,200000,0.1,0.011846674,13528.389938116074,358511,26.500640625183575
372,1000.0,1000,0.31,0.25,0.0,200000,0.1,0.011843305,13566.04349565506,359511,26.500799595881276
373,1000.0,1000,0.329,0.25,0.0,200000,0.1,0.011846771,13604.20394897461,360511,26.499970253355574
374,1000.0,1000,0.547,0.45,0.0,200000,0.1,0.011902921,13641.206117868423,361511,26.501395614411617
375,1000.0,1000,0.751,0.75,0.0,200000,0.1,0.011904256,13679.087364196777,362511,26.501110076699153
376,1000.0,1000,0.197,0.35,0.0,200000,0.1,0.0119008515,13717.531626224518,363511,26.499738429064095
377,1000.0,1000,0.263,0.2,0.0,200000,0.1,0.011986805,13755.57473897934,364511,26.499147211066877
378,1000.0,1000,0.788,0.9,0.0,200000,0.1,0.012082107,13792.960075855255,365511,26.499822951506644
379,1000.0,1000,0.729,0.5,0.0,200000,0.1,0.012091376,13829.475915193558,366511,26.502161197474017
380,1000.0,1000,0.903,0.95,0.0,200000,0.1,0.01223513,13866.919820308685,367511,26.50271327326841
381,1000.0,1000,0.327,0.25,0.0,200000,0.1,0.012400392,13904.766397476196,368511,26.50249486062921
382,1000.0,1000,0.317,0.25,0.0,200000,0.1,0.012506391,13943.053351402283,369511,26.501440586555642
383,1000.0,1000,0.783,0.75,0.0,200000,0.1,0.012552344,13980.932535886765,370511,26.501164999997116
384,1000.0,1000,0.702,0.6,0.0,200000,0.1,0.012543256,14017.87957239151,371511,26.502653133532643
385,1000.0,1000,0.584,0.65,0.0,200000,0.1,0.01253141,14055.497310876846,372511,26.502868716459947
386,1000.0,1000,0.675,0.45,0.0,200000,0.1,0.012529763,14093.439838647842,373511,26.502472374187924
387,1000.0,1000,0.577,0.45,0.0,200000,0.1,0.012541977,14130.745646715164,374511,26.503272321521283
388,1000.0,1000,0.377,0.55,0.0,200000,0.1,0.01254309,14168.607046842575,375511,26.503028755019702
389,1000.0,1000,0.375,0.35,0.0,200000,0.1,0.012582554,14206.030486822128,376511,26.50360354615761
390,1000.0,1000,0.313,0.3,0.0,200000,0.1,0.012630731,14244.339333057404,377511,26.50252785670589
391,1000.0,1000,0.268,0.3,0.0,200000,0.1,0.012667129,14282.21724319458,378511,26.502257565625655
392,1000.0,1000,0.712,0.85,0.0,200000,0.1,0.012657695,14319.903024673462,379511,26.502344277992535
393,1000.0,1000,0.312,0.3,0.0,200000,0.1,0.012672297,14357.931747674942,380511,26.501797519873477
394,1000.0,1000,0.347,0.25,0.0,200000,0.1,0.012722985,14395.13357925415,381511,26.502775947203876
395,1000.0,1000,0.898,0.8,0.0,200000,0.1,0.012747734,14432.936406850815,382511,26.50264569902753
396,1000.0,1000,0.792,0.85,0.0,200000,0.1,0.012874587,14470.362802267075,383511,26.50320556767779
397,1000.0,1000,0.745,0.65,0.0,200000,0.1,0.012885692,14507.835394620895,384511,26.503678151987383
398,1000.0,1000,0.611,0.6,0.0,200000,0.1,0.012965898,14546.175868988037,385511,26.502566960520475
399,1000.0,1000,0.76,0.9,0.0,200000,0.1,0.012990538,14583.747683048248,386511,26.50285841343193
400,1000.0,1000,0.861,0.75,0.0,200000,0.1,0.012993869,14620.717576026917,387511,26.504239478830378
401,1000.0,1000,0.685,0.8,0.0,200000,0.1,0.012982333,14658.3178191185,388511,26.504473758531606
402,1000.0,1000,0.834,0.75,0.0,200000,0.1,0.013065252,14695.89325261116,389511,26.50475158549164
403,1000.0,1000,0.869,0.95,0.0,200000,0.1,0.0131324,14733.632048130035,390511,26.504734115232942
404,1000.0,1000,0.726,0.8,0.0,200000,0.1,0.013133582,14771.088770389557,391511,26.505222876046442
405,1000.0,1000,0.735,0.85,0.0,200000,0.1,0.013375719,14807.892819166183,392511,26.50687743223836
406,1000.0,1000,0.841,0.9,0.0,200000,0.1,0.01373897,14845.99810743332,393511,26.506200333565435
407,1000.0,1000,0.815,0.85,0.0,200000,0.1,0.013873967,14883.55066037178,394511,26.506511045878785
408,1000.0,1000,0.791,0.85,0.0,200000,0.1,0.013880322,14921.132127285004,395511,26.50676883050471
409,1000.0,1000,0.795,0.9,0.0,200000,0.1,0.01386183,14958.662024259567,396511,26.507116701880786
410,1000.0,1000,0.782,0.75,0.0,200000,0.1,0.013841765,14995.584671497345,397511,26.508536258871146
411,1000.0,1000,0.78,0.6,0.0,200000,0.1,0.013824402,15033.353888750076,398511,26.508455993015495
412,1000.0,1000,0.354,0.55,0.0,200000,0.1,0.013812996,15071.400187969208,399511,26.507888783038947
413,1000.0,1000,0.65,0.7,0.0,200000,0.1,0.013800056,15109.59390425682,400511,26.50706580990273
414,1000.0,1000,0.705,0.9,0.0,200000,0.1,0.013783804,15147.213161706924,401511,26.50725223847807
415,1000.0,1000,0.593,0.6,0.0,200000,0.1,0.013764743,15184.287296295166,402511,26.508389371640042
416,1000.0,1000,0.66,0.7,0.0,200000,0.1,0.013751529,15222.0609664917,403511,26.50830271115114
417,1000.0,1000,0.555,0.6,0.0,200000,0.1,0.0137303695,15259.774679422379,404511,26.508320632862162
418,1000.0,1000,0.462,0.5,0.0,200000,0.1,0.013713925,15297.397696018219,405511,26.508495630790247
419,1000.0,1000,0.242,0.25,0.0,200000,0.1,0.01370007,15335.040225744247,406511,26.508636038154926
420,1000.0,1000,0.235,0.3,0.0,200000,0.1,0.013682044,15372.973897218704,407511,26.508273721917085
421,1000.0,1000,0.608,0.5,0.0,200000,0.1,0.013668132,15410.437925100327,408511,26.50872103482938
422,1000.0,1000,0.793,0.65,0.0,200000,0.1,0.013644536,15448.412781953812,409511,26.508289606666484
423,1000.0,1000,0.677,0.65,0.0,200000,0.1,0.0136278095,15486.22285580635,410511,26.508142353992042
424,1000.0,1000,0.565,0.75,0.0,200000,0.1,0.013605962,15523.969642877579,411511,26.508103883715194
425,1000.0,1000,0.725,0.7,0.0,200000,0.1,0.013594909,15561.438344478607,412511,26.50853930438402
426,1000.0,1000,0.743,0.55,0.0,200000,0.1,0.013576756,15598.829379558563,413511,26.50910462096878
427,1000.0,1000,0.693,0.65,0.0,200000,0.1,0.013561087,15636.261636018753,414511,26.509597346861746
428,1000.0,1000,0.669,0.5,0.0,200000,0.1,0.013541947,15673.768686056137,415511,26.509961216327625
429,1000.0,1000,0.75,0.9,0.0,200000,0.1,0.013525199,15712.077756166458,416511,26.50897013438551
430,1000.0,1000,0.748,0.8,0.0,200000,0.1,0.013508039,15750.021864891052,417511,26.50859811894792
431,1000.0,1000,0.776,0.8,0.0,200000,0.1,0.0134850815,15787.086789131165,418511,26.50970413841576
432,1000.0,1000,0.824,0.75,0.0,200000,0.1,0.013466299,15824.715351104736,419511,26.50986072566242
433,1000.0,1000,0.804,0.6,0.0,200000,0.1,0.013448502,15862.573307037354,420511,26.5096332002123
434,1000.0,1000,0.763,0.85,0.0,200000,0.1,0.013432226,15900.05053639412,421511,26.51004152533405
435,1000.0,1000,0.829,0.8,0.0,200000,0.1,0.013436421,15936.40479516983,422511,26.512316009260502
436,1000.0,1000,0.669,0.6,0.0,200000,0.1,0.0134451585,15973.419800281525,423511,26.513483353988597
437,1000.0,1000,0.842,0.85,0.0,200000,0.1,0.0134301735,16011.593650817871,424511,26.512726293135263
438,1000.0,1000,0.793,0.9,0.0,200000,0.1,0.013414184,16049.249386548996,425511,26.51282871484207
439,1000.0,1000,0.304,0.3,0.0,200000,0.1,0.013409299,16087.381139755249,426511,26.512146152057035
440,1000.0,1000,0.333,0.0,0.0,200000,0.1,0.013395546,16125.400589227676,427511,26.51165145420508
441,1000.0,1000,0.326,0.25,0.0,200000,0.1,0.013377259,16162.857468366623,428511,26.512081841099246
442,1000.0,1000,0.317,0.3,0.0,200000,0.1,0.013359858,16200.686378002167,429511,26.511901407496076
443,1000.0,1000,0.331,0.2,0.0,200000,0.1,0.01334875,16238.891223669052,430511,26.51110805889664
444,1000.0,1000,0.296,0.3,0.0,200000,0.1,0.013334683,16277.078454732895,431511,26.51034712247437
445,1000.0,1000,0.361,0.15,0.0,200000,0.1,0.0133364005,16315.23237490654,432511,26.50964387404359
446,1000.0,1000,0.848,0.8,0.0,200000,0.1,0.013376166,16352.018689632416,433511,26.511160989309193
447,1000.0,1000,0.751,0.7,0.0,200000,0.1,0.013372756,16389.57523536682,434511,26.51142532661454
448,1000.0,1000,0.82,0.85,0.0,200000,0.1,0.013355867,16427.221964597702,435511,26.511542908448366
449,1000.0,1000,0.803,0.8,0.0,200000,0.1,0.013338893,16464.78152680397,436511,26.51180030967406
450,1000.0,1000,0.715,0.7,0.0,200000,0.1,0.013323263,16502.343602657318,437511,26.512052501252434
451,1000.0,1000,0.8,0.75,0.0,200000,0.1,0.013307301,16540.171068429947,438511,26.51187815209594
452,1000.0,1000,0.388,0.7,0.0,200000,0.1,0.013293595,16577.593096494675,439511,26.51235299533877
453,1000.0,1000,0.329,0.3,0.0,200000,0.1,0.013292043,16615.718958854675,440511,26.51170262798684
454,1000.0,1000,0.326,0.35,0.0,200000,0.1,0.013277138,16653.753891706467,441511,26.511199988804325
455,1000.0,1000,0.234,0.1,0.0,200000,0.1,0.013258368,16691.766172885895,442511,26.510735616453395
456,1000.0,1000,0.632,0.8,0.0,200000,0.1,0.013248546,16729.390834093094,443511,26.510887597724107
457,1000.0,1000,0.732,0.8,0.0,200000,0.1,0.013237233,16767.015212535858,444511,26.51103934400317
458,1000.0,1000,0.678,0.65,0.0,200000,0.1,0.013225081,16804.534146547318,445511,26.511356762161295
459,1000.0,1000,0.557,0.65,0.0,200000,0.1,0.013219094,16842.306777000427,446511,26.51127341955234
460,1000.0,1000,0.669,0.75,0.0,200000,0.1,0.013213148,16880.42665195465,447511,26.51064509256459
461,1000.0,1000,0.553,0.5,0.0,200000,0.1,0.013203616,16918.27278137207,448511,26.51044854183895
462,1000.0,1000,0.754,0.85,0.0,200000,0.1,0.013196372,16956.005641222,449511,26.51042996202749
463,1000.0,1000,0.56,0.65,0.0,200000,0.1,0.01318221,16994.041785001755,450511,26.509938346664605
464,1000.0,1000,0.434,0.45,0.0,200000,0.1,0.013185828,17031.906418561935,451511,26.509715875902604
465,1000.0,1000,0.731,0.65,0.0,200000,0.1,0.013174223,17069.113314390182,452511,26.51051590394374
466,1000.0,1000,0.744,0.7,0.0,200000,0.1,0.013164514,17106.58392930031,453511,26.510903746496123
467,1000.0,1000,0.545,0.5,0.0,200000,0.1,0.013155578,17144.325874567032,454511,26.510870320168653
468,1000.0,1000,0.387,0.45,0.0,200000,0.1,0.01314281,17182.397285223007,455511,26.51032870594267
469,1000.0,1000,0.501,0.6,0.0,200000,0.1,0.013137123,17220.22915148735,456511,26.510158254288303
470,1000.0,1000,0.487,0.45,0.0,200000,0.1,0.01313396,17257.884966135025,457511,26.510258985103224
471,1000.0,1000,0.529,0.45,0.0,200000,0.1,0.013164318,17295.788501739502,458511,26.50997957920478
472,1000.0,1000,0.575,0.5,0.0,200000,0.1,0.013159068,17333.603452920914,459511,26.509836874682062
473,1000.0,1000,0.883,0.9,0.0,200000,0.1,0.013141551,17371.320304632187,460511,26.509844496865338
474,1000.0,1000,0.813,0.7,0.0,200000,0.1,0.013128901,17408.837737321854,461511,26.510155758299177
475,1000.0,1000,0.852,0.8,0.0,200000,0.1,0.013124326,17446.475518226624,462511,26.510282807789228
476,1000.0,1000,0.671,0.8,0.0,200000,0.1,0.013125972,17484.469748973846,463511,26.50986885173125
477,1000.0,1000,0.53,0.65,0.0,200000,0.1,0.013131837,17522.175319433212,464511,26.50989340759459
478,1000.0,1000,0.75,0.75,0.0,200000,0.1,0.013121789,17559.8406124115,465511,26.509978664877572
479,1000.0,1000,0.768,0.75,0.0,200000,0.1,0.013119733,17597.503249406815,466511,26.510067557269178
480,1000.0,1000,0.88,0.8,0.0,200000,0.1,0.013110113,17635.107423067093,467511,26.510243956298453
481,1000.0,1000,0.903,0.9,0.0,200000,0.1,0.013099048,17672.638189792633,468511,26.51052972111662
482,1000.0,1000,0.691,0.7,0.0,200000,0.1,0.013086432,17710.269690990448,469511,26.510663483922436
483,1000.0,1000,0.916,0.85,0.0,200000,0.1,0.013099551,17748.25350379944,470511,26.51027042634444
484,1000.0,1000,0.657,0.75,0.0,200000,0.1,0.013086253,17786.350333690643,471511,26.50971060026348
485,1000.0,1000,0.626,0.6,0.0,200000,0.1,0.013075045,17823.99728703499,472511,26.50982225693331
486,1000.0,1000,0.63,0.5,0.0,200000,0.1,0.013060556,17861.814348220825,473511,26.50968097360189
487,1000.0,1000,0.711,0.75,0.0,200000,0.1,0.013055957,17899.402353286743,474511,26.509879526800397
488,1000.0,1000,0.598,0.6,0.0,200000,0.1,0.013045985,17936.609140872955,475511,26.5106406820111
489,1000.0,1000,0.923,0.9,0.0,200000,0.1,0.013035784,17974.16477560997,476511,26.51088414565105
490,1000.0,1000,0.808,0.75,0.0,200000,0.1,0.013016743,18011.560081720352,477511,26.511362581282228
491,1000.0,1000,0.763,0.75,0.0,200000,0.1,0.013012414,18049.04799771309,478511,26.511703002174304
